frames,reward,dist
5000,0.0000,7.3798
10000,0.0000,5.4076
15000,0.0000,0.3774
20000,0.0000,0.2744
25000,0.0000,0.6672
30000,0.0000,0.2834
35000,0.0000,0.5948
40000,0.0000,1.0605
45000,0.0000,1.5727
50000,0.0000,2.0429
55000,0.0000,0.3474
60000,0.0000,1.9266
65000,0.0000,1.6302
70000,0.0000,0.5686
75000,0.0000,1.0616
80000,0.0000,1.3144
85000,0.0000,0.8442
90000,0.0000,1.2671
95000,0.0000,1.0452
100000,0.0000,1.0069
105000,0.0000,1.0218
110000,0.0000,0.6444
115000,0.0000,0.8789
120000,0.0000,1.2231
125000,0.0000,0.6459
130000,0.0000,0.7760
135000,0.0000,1.1991
140000,0.0000,0.8385
145000,0.0000,0.9900
150000,0.0000,0.5648
155000,0.0000,0.2837
160000,0.0000,1.0291
165000,0.4000,1.1819
170000,0.0000,1.2644
175000,0.0000,1.0816
180000,0.3000,2.5215
185000,0.1000,0.7718
190000,0.0000,0.8428
195000,0.0000,1.1389
200000,0.0000,0.6870
205000,0.0000,1.0981
210000,0.0000,0.9890
215000,0.1000,0.7398
220000,0.0000,1.1533
225000,0.2000,0.9779
230000,0.0000,1.2240
235000,0.2000,0.7255
240000,0.1000,0.6002
245000,0.0000,0.9826
250000,0.0000,0.8644
255000,0.0000,1.1967
260000,0.0000,0.9869
265000,0.0000,2.3997
270000,0.0000,0.9134
275000,0.0000,1.0655
280000,0.0000,1.2085
285000,0.1000,1.1358
290000,0.1000,0.7806
295000,0.1000,0.9276
300000,0.0000,1.5774
305000,0.0000,0.6656
310000,0.0000,0.7757
315000,0.0000,0.9386
320000,0.0000,0.7472
325000,0.0000,0.9108
330000,0.1000,0.9875
335000,0.0000,0.9510
340000,0.1000,0.8629
345000,0.0000,1.2735
350000,0.1000,1.0835
355000,0.0000,0.6749
360000,0.0000,1.2619
365000,0.0000,1.4062
370000,0.0000,1.1119
375000,0.1000,1.3457
380000,0.0000,0.7521
385000,0.4000,0.9574
390000,0.0000,1.3333
395000,0.0000,1.5136
400000,0.0000,1.2713
405000,0.2000,1.1982
410000,0.0000,0.6055
415000,0.0000,0.9138
420000,0.2000,1.2564
425000,0.1000,1.2106
430000,0.1000,1.5537
435000,0.0000,1.3253
440000,0.0000,0.8319
445000,0.2000,1.2027
450000,0.2000,0.8896
455000,0.0000,1.1667
460000,0.1000,1.0350
465000,0.0000,0.9805
470000,0.0000,1.5899
475000,0.0000,0.7403
480000,0.0000,0.9460
485000,0.2000,1.2481
490000,0.1000,1.3472
495000,0.0000,0.9072
500000,0.1000,1.1639
505000,0.1000,0.9116
510000,0.0000,1.0710
515000,0.0000,0.9619
520000,0.0000,0.7918
525000,0.0000,1.1849
530000,0.0000,1.1298
535000,0.1000,1.4276
540000,0.0000,1.2999
545000,0.3000,1.1777
550000,0.2000,1.1516
555000,0.0000,1.0277
560000,0.1000,1.4250
565000,0.2000,1.0211
570000,0.3000,1.2953
575000,0.1000,1.3594
580000,0.1000,1.0290
585000,0.0000,1.2737
590000,0.4000,0.9379
595000,0.2000,0.9822
600000,0.1000,1.0197
605000,0.2000,1.2956
610000,0.1000,1.1617
615000,0.2000,0.7142
620000,0.0000,1.0650
625000,0.0000,1.2501
630000,0.0000,0.9349
635000,0.2000,0.9845
640000,0.0000,0.7582
645000,0.2000,1.4351
650000,0.3000,1.1160
655000,0.0000,0.8383
660000,0.4000,0.9559
665000,0.2000,1.1018
670000,0.2000,1.1699
675000,0.1000,1.4050
680000,0.1000,0.5886
685000,0.0000,1.0246
690000,0.0000,1.0367
695000,0.3000,1.0366
700000,0.2000,0.8295
705000,0.3000,0.5929
710000,0.0000,0.7827
715000,0.0000,0.8432
720000,0.2000,0.9771
725000,0.3000,0.8743
730000,0.0000,0.9372
735000,0.0000,0.8433
740000,0.2000,0.6583
745000,0.1000,0.9796
750000,0.2000,0.8119
755000,0.6000,0.9824
760000,0.1000,1.0612
765000,0.2000,1.0463
770000,0.6000,0.8115
775000,0.3000,0.8067
780000,0.1000,0.8861
785000,0.0000,0.4204
790000,0.3000,0.9769
795000,0.8000,0.6561
800000,0.1000,0.6415
805000,0.5000,1.0314
810000,0.0000,0.8265
815000,0.2000,0.7756
820000,0.3000,0.9212
825000,0.1000,0.8718
830000,0.3000,0.9682
835000,0.1000,0.9732
840000,0.3000,1.1481
845000,0.3000,0.6848
850000,0.1000,0.7137
855000,0.7000,0.7493
860000,0.2000,0.5549
865000,0.3000,0.7337
870000,0.5000,1.2884
875000,0.0000,1.0008
880000,0.4000,0.7399
885000,0.1000,0.4718
890000,0.3000,0.6882
895000,0.6000,0.8377
900000,0.0000,0.8799
905000,0.6000,0.8654
910000,0.3000,0.7286
915000,0.3000,0.5715
920000,0.2000,0.7793
925000,0.4000,0.5737
930000,0.6000,0.7577
935000,0.3000,0.6869
940000,0.5000,0.9316
945000,0.2000,0.5590
950000,0.1000,0.5019
955000,0.5000,0.6165
960000,0.4000,0.4175
965000,0.5000,0.5560
970000,0.5000,0.5348
975000,0.3000,0.5414
980000,0.2000,0.7215
985000,0.1000,0.4916
990000,0.3000,0.5206
995000,0.6000,0.5584
1000000,0.5000,0.5733
