frames,reward,dist
5000,0.0000,0.3078
10000,0.0000,0.1131
15000,0.0000,0.2225
20000,0.0000,0.0535
25000,0.0000,0.0755
30000,0.0000,0.0256
35000,0.0000,0.0419
40000,0.0000,0.1012
45000,0.0000,0.1589
50000,0.0000,0.0497
55000,0.0000,0.0347
60000,0.0000,0.9124
65000,0.0000,1.4306
70000,0.0000,1.8763
75000,0.0000,1.8686
80000,0.0000,1.6675
85000,0.0000,1.5264
90000,0.0000,1.5179
95000,0.0000,2.0359
100000,0.0000,0.9164
105000,0.0000,1.5344
110000,0.0000,1.3606
115000,0.0000,1.5737
120000,0.0000,1.6640
125000,0.0000,0.8357
130000,0.0000,0.6560
135000,0.0000,0.7288
140000,0.0000,0.8244
145000,0.0000,0.6944
150000,0.0000,0.4185
155000,0.0000,0.4152
160000,0.0000,0.3742
165000,0.0000,0.4525
170000,0.0000,0.3586
175000,0.0000,0.4092
180000,0.0000,0.4098
185000,0.0000,0.4617
190000,0.0000,0.5056
195000,0.0000,0.7623
200000,0.0000,1.0409
205000,0.0000,0.7672
210000,0.4000,0.6959
215000,0.1000,0.7129
220000,0.6000,0.8496
225000,0.0000,0.6622
230000,0.9000,0.8231
235000,0.7000,0.6843
240000,0.0000,0.6660
245000,0.1000,0.6648
250000,0.3000,0.8982
255000,1.0000,0.7647
260000,0.7000,0.6932
265000,0.9000,0.7722
270000,0.6000,1.0861
275000,0.8000,1.0477
280000,0.8000,1.0351
285000,1.0000,1.0135
290000,1.0000,1.0773
295000,0.9000,1.0107
300000,0.8000,1.0850
305000,0.9000,1.1458
310000,0.9000,1.0517
315000,0.6000,1.1994
320000,0.5000,1.2536
325000,0.8000,1.1093
330000,0.9000,1.1136
335000,0.9000,1.0279
340000,0.6000,1.1302
345000,0.7000,1.2205
350000,0.9000,1.1435
355000,0.4000,1.1027
360000,0.8000,0.9937
365000,0.9000,0.9763
370000,1.0000,0.8632
375000,0.8000,0.9264
380000,0.8000,0.9441
385000,0.5000,1.0614
390000,0.4000,1.1483
395000,0.8000,0.9726
400000,0.6000,1.0472
405000,0.8000,1.0784
410000,1.0000,0.9548
415000,1.0000,0.9981
420000,1.0000,0.9972
425000,0.9000,0.9908
430000,1.0000,0.9660
435000,0.9000,0.8868
440000,0.9000,1.0892
445000,0.9000,0.9681
450000,0.9000,1.0518
455000,0.9000,0.9776
460000,0.8000,1.0306
465000,1.0000,0.9590
470000,1.0000,0.9119
475000,0.8000,1.0599
480000,1.0000,0.9397
485000,0.9000,0.7964
490000,1.0000,0.9539
495000,0.8000,0.9968
500000,1.0000,1.0010
