frames,reward,dist
5000,0.0000,0.5055
10000,0.0000,0.4196
15000,0.0000,0.2734
20000,0.0000,0.2072
25000,0.0000,0.2405
30000,0.0000,0.1815
35000,0.0000,0.1583
40000,0.0000,0.1116
45000,0.0000,0.1877
50000,0.0000,0.1792
55000,0.0000,0.1376
60000,0.0000,0.9032
65000,0.0000,1.0783
70000,0.0000,0.8242
75000,0.0000,1.0734
80000,0.0000,0.9040
85000,0.0000,0.9440
90000,0.0000,1.0236
95000,0.0000,0.9437
100000,0.0000,0.6774
105000,0.0000,1.0326
110000,0.0000,0.7952
115000,0.0000,0.5714
120000,0.0000,1.0857
125000,0.0000,0.8214
130000,0.0000,0.9107
135000,0.0000,0.7475
140000,0.0000,0.6317
145000,0.0000,0.8029
150000,0.0000,0.9773
155000,0.0000,0.8374
160000,0.0000,0.5947
165000,0.0000,1.0227
170000,0.0000,0.7671
175000,0.0000,0.9170
180000,0.0000,0.5232
185000,0.0000,0.7508
190000,0.0000,0.9142
195000,0.0000,0.7708
200000,0.0000,0.8645
205000,0.0000,0.7549
210000,0.0000,1.0145
215000,0.0000,0.8043
220000,0.0000,0.9010
225000,0.4000,1.0104
230000,0.0000,0.7709
235000,0.0000,1.0377
240000,0.1000,1.1071
245000,0.1000,0.6726
250000,0.0000,0.7754
255000,0.2000,1.2058
260000,0.4000,1.0845
265000,0.1000,1.0142
270000,0.1000,1.0051
275000,0.0000,0.9875
280000,0.1000,1.2488
285000,0.3000,0.7623
290000,0.3000,0.8619
295000,0.0000,0.9214
300000,0.3000,0.8143
305000,0.5000,1.0305
310000,0.4000,0.7980
315000,0.2000,0.7660
320000,0.5000,0.9680
325000,0.1000,1.0744
330000,0.3000,0.8656
335000,0.4000,1.0766
340000,0.5000,0.9485
345000,0.3000,1.1723
350000,0.5000,0.8151
355000,0.3000,0.9603
360000,0.4000,1.0006
365000,0.3000,0.9233
370000,0.2000,1.0547
375000,0.4000,0.8119
380000,0.3000,0.9026
385000,0.4000,0.9387
390000,0.4000,1.1588
395000,0.4000,1.0073
400000,0.6000,1.0223
405000,0.4000,0.8893
410000,0.3000,1.1237
415000,0.3000,0.9627
420000,0.4000,1.0167
425000,0.5000,0.8538
430000,0.6000,0.9386
435000,0.2000,0.8409
440000,0.6000,1.0540
445000,0.6000,0.9736
450000,0.3000,1.0562
455000,0.3000,0.8934
460000,0.7000,1.0193
465000,0.4000,0.9505
470000,0.4000,0.8928
475000,0.5000,0.9506
480000,0.2000,1.0374
485000,0.7000,0.9869
490000,0.7000,0.8142
495000,0.6000,0.7849
500000,0.6000,0.6697
505000,0.6000,0.9413
510000,0.4000,0.9486
515000,0.5000,1.1578
520000,0.5000,0.6674
525000,0.7000,1.0041
530000,0.5000,0.8223
535000,0.5000,0.6803
540000,0.5000,0.9606
545000,0.5000,1.1096
550000,0.2000,0.7152
555000,0.3000,0.8885
560000,0.6000,0.7672
565000,0.3000,0.6449
570000,0.6000,0.6630
575000,0.3000,0.3694
580000,0.5000,0.9837
585000,0.1000,0.9964
590000,0.4000,0.7553
595000,0.5000,0.9215
600000,0.6000,0.6770
605000,0.3000,0.7343
610000,0.6000,0.9707
615000,0.6000,0.7505
620000,0.7000,0.8056
625000,0.5000,0.7233
630000,0.7000,0.7836
635000,0.5000,0.8052
640000,0.8000,0.8578
645000,0.4000,0.7356
650000,0.4000,0.5740
655000,0.6000,0.7915
660000,0.4000,0.8624
665000,0.4000,0.6049
670000,0.5000,0.6862
675000,0.1000,0.8051
680000,0.9000,0.7742
685000,0.8000,1.0419
690000,0.7000,1.0942
695000,0.5000,0.8782
700000,0.3000,0.8163
705000,0.5000,0.8788
710000,0.4000,0.8263
715000,0.4000,0.8766
720000,0.7000,0.8873
725000,0.8000,0.9655
730000,0.6000,0.7657
735000,0.5000,0.7489
740000,0.8000,0.8230
745000,0.4000,0.9829
750000,0.7000,0.8941
755000,0.4000,0.7186
760000,0.2000,1.0021
765000,0.6000,0.6797
770000,0.3000,0.7064
775000,0.3000,0.7392
780000,0.6000,0.7875
785000,0.5000,0.6908
790000,0.4000,0.7027
795000,0.6000,0.8273
800000,0.5000,0.9358
805000,0.5000,0.8387
810000,0.4000,0.8589
815000,0.5000,1.0491
820000,0.5000,1.0991
825000,0.3000,0.9620
830000,0.6000,0.5568
835000,0.3000,0.7695
840000,0.3000,0.7879
845000,0.5000,1.1431
850000,0.5000,0.9104
855000,0.3000,0.9042
860000,0.4000,0.7742
865000,0.4000,1.0012
870000,0.6000,0.8878
875000,0.5000,0.5159
880000,0.4000,0.8299
885000,0.3000,0.8387
890000,0.3000,0.8953
895000,0.3000,0.7767
900000,0.6000,1.0625
905000,0.5000,0.9005
910000,0.7000,0.9493
915000,0.6000,0.9617
920000,0.6000,0.6241
925000,0.6000,0.9609
930000,0.5000,0.7107
935000,0.4000,0.8722
940000,0.3000,0.4143
945000,0.4000,0.9295
950000,0.5000,1.0964
955000,0.9000,1.0408
960000,0.6000,0.7928
965000,0.5000,0.9934
970000,0.5000,0.9153
975000,0.6000,0.8310
980000,0.2000,0.9430
985000,0.5000,1.0093
990000,0.6000,0.5473
995000,0.6000,0.9870
1000000,0.6000,0.9671
